dataset_name,dataset,experiment,sample_size,seed,selected_lambda,Accuracy,Precision,Recall,Specificity,F1,Balanced Accuracy,ROC-AUC,PR-AUC,FN,FP,Business Cost,dataset_label,model,risk_model,qsvc_shape,lambda_transform,lambda,C,effective_lambda,inner_validation_f1,test_f1,test_precision,test_recall,test_specificity,test_balanced_accuracy,test_roc_auc,test_pr_auc,business_cost,lambda_selection_note,display_name,subset_strategy,feature_map,reps,entanglement,runtime_seconds,TN,TP,baseline_cost,cost_reduction_pct
australian,australian,baseline,full,50,0.0,0.7608695652173914,0.8055555555555556,0.7532467532467533,0.7704918032786885,0.7785234899328859,0.7618692782627209,0.8441558441558442,0.8644465944429217,19.0,14.0,109.0,Australian Full,Baseline QSVC,,,,0.0,0.5,,,,,,,,,,,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,Australian Full,none,zz,1.0,full,0.771,47.0,58.0,109.0,0.0
australian,australian,convex,full,50,0.35,0.7971014492753623,0.810126582278481,0.8311688311688312,0.7540983606557377,0.8205128205128205,0.7926335959122844,0.851181605279966,0.8763917783016556,13.0,15.0,80.0,Australian Full,Convex,,,,0.35,0.5,,0.8617886178861789,,,,,,,,,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,Australian Full,none,zz,1.0,full,15.47,46.0,64.0,109.0,26.605504587155966
australian,australian,feature_specific,full,50,0.7,0.7681159420289855,0.8,0.7792207792207793,0.7540983606557377,0.7894736842105263,0.7666595699382585,0.8548009367681498,0.8729276783156461,17.0,15.0,100.0,Australian Full,Feature-specific,,,,0.7,0.75,,0.859504132231405,,,,,,,,,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,Australian Full,none,zz,1.0,full,15.21,46.0,60.0,109.0,8.256880733944955
give_me_some_credit,give_me_some_credit,baseline,sample10000,10,0.0,0.798,0.1903669724770642,0.6194029850746269,0.8108252947481244,0.2912280701754386,0.7151141399113756,0.7793488346051095,0.2497009417677496,51.0,353.0,608.0,"Give Me Some Credit 10,000 Subset",Baseline QSVC,,,,0.0,,,,0.2912280701754386,0.1903669724770642,0.6194029850746269,0.8108252947481244,0.7151141399113756,0.7793488346051095,0.2497009417677496,608.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,5.803,1513.0,83.0,,
give_me_some_credit,give_me_some_credit,convex,sample10000,10,0.95,0.807,0.1971153846153846,0.6119402985074627,0.8210075026795284,0.2981818181818181,0.7164739005934955,0.7699064964566236,0.2278571088463636,52.0,334.0,594.0,"Give Me Some Credit 10,000 Subset",Convex,,,,0.95,,,0.3348214285714285,0.2981818181818181,0.1971153846153846,0.6119402985074627,0.8210075026795284,0.7164739005934955,0.7699064964566236,0.2278571088463636,594.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,100.187,1532.0,82.0,,
give_me_some_credit,give_me_some_credit,feature_specific,sample10000,10,0.95,0.7985,0.1908045977011494,0.6194029850746269,0.8113612004287245,0.2917398945518453,0.7153820927516756,0.7779970725152373,0.2428388576512116,51.0,352.0,607.0,"Give Me Some Credit 10,000 Subset",Feature-specific,,,,0.95,,,0.3185840707964602,0.2917398945518453,0.1908045977011494,0.6194029850746269,0.8113612004287245,0.7153820927516756,0.7779970725152373,0.2428388576512116,607.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,99.803,1514.0,83.0,,
give_me_some_credit,give_me_some_credit,baseline,sample10000,20,0.0,0.7995,0.2091503267973856,0.7164179104477612,0.8054662379421221,0.3237774030354131,0.7609420741949416,0.800687079074083,0.2452149149974263,38.0,363.0,553.0,"Give Me Some Credit 10,000 Subset",Baseline QSVC,,,,0.0,,,,0.3237774030354131,0.2091503267973856,0.7164179104477612,0.8054662379421221,0.7609420741949416,0.800687079074083,0.2452149149974263,553.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,5.833,1503.0,96.0,,
give_me_some_credit,give_me_some_credit,convex,sample10000,20,0.95,0.8115,0.2193995381062355,0.7089552238805971,0.8188638799571275,0.3350970017636684,0.7639095519188623,0.802658732063157,0.2258909114958241,39.0,338.0,533.0,"Give Me Some Credit 10,000 Subset",Convex,,,,0.95,,,0.3146551724137931,0.3350970017636684,0.2193995381062355,0.7089552238805971,0.8188638799571275,0.7639095519188623,0.802658732063157,0.2258909114958241,533.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,100.705,1528.0,95.0,,
give_me_some_credit,give_me_some_credit,feature_specific,sample10000,20,0.9,0.798,0.2077922077922078,0.7164179104477612,0.8038585209003215,0.3221476510067114,0.7601382156740413,0.8010830093903473,0.2356861145090138,38.0,366.0,556.0,"Give Me Some Credit 10,000 Subset",Feature-specific,,,,0.9,,,0.2892561983471074,0.3221476510067114,0.2077922077922078,0.7164179104477612,0.8038585209003215,0.7601382156740413,0.8010830093903473,0.2356861145090138,556.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,101.431,1500.0,96.0,,
give_me_some_credit,give_me_some_credit,baseline,sample10000,30,0.0,0.7895,0.1966173361522198,0.6940298507462687,0.7963558413719185,0.3064250411861614,0.7451928460590935,0.7977575946633393,0.2474183492648103,41.0,380.0,585.0,"Give Me Some Credit 10,000 Subset",Baseline QSVC,,,,0.0,,,,0.3064250411861614,0.1966173361522198,0.6940298507462687,0.7963558413719185,0.7451928460590935,0.7977575946633393,0.2474183492648103,585.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,5.861,1486.0,93.0,,
give_me_some_credit,give_me_some_credit,convex,sample10000,30,0.45,0.7965,0.2,0.6791044776119403,0.804930332261522,0.3089983022071307,0.7420174049367312,0.8001971652989074,0.2332560662690206,43.0,364.0,579.0,"Give Me Some Credit 10,000 Subset",Convex,,,,0.45,,,0.3231850117096019,0.3089983022071307,0.2,0.6791044776119403,0.804930332261522,0.7420174049367312,0.8001971652989074,0.2332560662690206,579.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,101.094,1502.0,91.0,,
give_me_some_credit,give_me_some_credit,feature_specific,sample10000,30,0.1,0.789,0.1949152542372881,0.6865671641791045,0.7963558413719185,0.3036303630363036,0.7414615027755115,0.7976816080369854,0.2469564923417081,42.0,380.0,590.0,"Give Me Some Credit 10,000 Subset",Feature-specific,,,,0.1,,,0.3123644251626898,0.3036303630363036,0.1949152542372881,0.6865671641791045,0.7963558413719185,0.7414615027755115,0.7976816080369854,0.2469564923417081,590.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,101.649,1486.0,92.0,,
give_me_some_credit,give_me_some_credit,baseline,sample10000,40,0.0,0.8195,0.2155388471177944,0.6417910447761194,0.8322615219721329,0.3227016885553471,0.7370262833741261,0.8125569899697653,0.2359799273362892,48.0,313.0,553.0,"Give Me Some Credit 10,000 Subset",Baseline QSVC,,,,0.0,,,,0.3227016885553471,0.2155388471177944,0.6417910447761194,0.8322615219721329,0.7370262833741261,0.8125569899697653,0.2359799273362892,553.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,5.898,1553.0,86.0,,
give_me_some_credit,give_me_some_credit,convex,sample10000,40,0.7,0.8235,0.2170542635658914,0.6268656716417911,0.837620578778135,0.3224568138195777,0.732243125209963,0.8077298395482395,0.2323425708511245,50.0,303.0,553.0,"Give Me Some Credit 10,000 Subset",Convex,,,,0.7,,,0.3244444444444444,0.3224568138195777,0.2170542635658914,0.6268656716417911,0.837620578778135,0.732243125209963,0.8077298395482395,0.2323425708511245,553.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,100.552,1563.0,84.0,,
give_me_some_credit,give_me_some_credit,feature_specific,sample10000,40,1.0,0.8195,0.2111959287531806,0.6194029850746269,0.8338692390139335,0.3149905123339658,0.7266361120442801,0.812293036425589,0.2332895125677291,51.0,310.0,565.0,"Give Me Some Credit 10,000 Subset",Feature-specific,,,,1.0,,,0.3175965665236051,0.3149905123339658,0.2111959287531806,0.6194029850746269,0.8338692390139335,0.7266361120442801,0.812293036425589,0.2332895125677291,565.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,100.671,1556.0,83.0,,
give_me_some_credit,give_me_some_credit,baseline,sample10000,50,0.0,0.782,0.1893004115226337,0.6865671641791045,0.7888531618435155,0.2967741935483871,0.73771016301131,0.8012369822911168,0.2303056212673391,42.0,394.0,604.0,"Give Me Some Credit 10,000 Subset",Baseline QSVC,,,,0.0,,,,0.2967741935483871,0.1893004115226337,0.6865671641791045,0.7888531618435155,0.73771016301131,0.8012369822911168,0.2303056212673391,604.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,5.882,1472.0,92.0,,
give_me_some_credit,give_me_some_credit,convex,sample10000,50,0.4,0.791,0.1926406926406926,0.664179104477612,0.80010718113612,0.2986577181208054,0.732143142806866,0.8035965670042071,0.2344460360905114,45.0,373.0,598.0,"Give Me Some Credit 10,000 Subset",Convex,,,,0.4,,,0.3243243243243243,0.2986577181208054,0.1926406926406926,0.664179104477612,0.80010718113612,0.732143142806866,0.8035965670042071,0.2344460360905114,598.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,101.917,1493.0,89.0,,
give_me_some_credit,give_me_some_credit,feature_specific,sample10000,50,0.45,0.7815,0.188911704312115,0.6865671641791045,0.7883172561629154,0.2962962962962963,0.7374422101710099,0.8012729759562318,0.2298454915305668,42.0,395.0,605.0,"Give Me Some Credit 10,000 Subset",Feature-specific,,,,0.45,,,0.3128712871287128,0.2962962962962963,0.188911704312115,0.6865671641791045,0.7883172561629154,0.7374422101710099,0.8012729759562318,0.2298454915305668,605.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,informative,,,,101.035,1471.0,92.0,,
fico_heloc,fico_heloc,baseline,full,10,0.0,0.7136711281070746,0.7428571428571429,0.6904761904761905,0.739,0.7157095396298054,0.7147380952380953,0.7751520146520146,0.7588557798591989,338.0,261.0,1951.0,FICO HELOC Full,Baseline QSVC,,,,0.0,,,,0.7157095396298054,0.7428571428571429,0.6904761904761905,0.739,0.7147380952380953,0.7751520146520146,0.7588557798591989,1951.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,6.243,739.0,754.0,,
fico_heloc,fico_heloc,convex,full,10,0.75,0.7141491395793499,0.748991935483871,0.6804029304029304,0.751,0.7130518234165067,0.7157014652014653,0.7785787545787546,0.7572843465590724,349.0,249.0,1994.0,FICO HELOC Full,Convex,,,,0.75,,,0.7211940298507463,0.7130518234165067,0.748991935483871,0.6804029304029304,0.751,0.7157014652014653,0.7785787545787546,0.7572843465590724,1994.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,106.702,751.0,743.0,,
fico_heloc,fico_heloc,feature_specific,full,10,0.0,0.7136711281070746,0.7428571428571429,0.6904761904761905,0.739,0.7157095396298054,0.7147380952380953,0.7751520146520146,0.7588557798591989,338.0,261.0,1951.0,FICO HELOC Full,Feature-specific,,,,0.0,,,0.7202838557066824,0.7157095396298054,0.7428571428571429,0.6904761904761905,0.739,0.7147380952380953,0.7751520146520146,0.7588557798591989,1951.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,106.808,739.0,754.0,,
fico_heloc,fico_heloc,baseline,full,20,0.0,0.7275334608030593,0.732620320855615,0.7527472527472527,0.7,0.7425474254742548,0.7263736263736263,0.7778168498168497,0.7672100811975844,270.0,300.0,1650.0,FICO HELOC Full,Baseline QSVC,,,,0.0,,,,0.7425474254742548,0.732620320855615,0.7527472527472527,0.7,0.7263736263736263,0.7778168498168497,0.7672100811975844,1650.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,6.215,700.0,822.0,,
fico_heloc,fico_heloc,convex,full,20,0.0,0.7275334608030593,0.732620320855615,0.7527472527472527,0.7,0.7425474254742548,0.7263736263736263,0.7778168498168497,0.7672100811975844,270.0,300.0,1650.0,FICO HELOC Full,Convex,,,,0.0,,,0.7277840269966255,0.7425474254742548,0.732620320855615,0.7527472527472527,0.7,0.7263736263736263,0.7778168498168497,0.7672100811975844,1650.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,107.178,700.0,822.0,,
fico_heloc,fico_heloc,feature_specific,full,20,0.0,0.7275334608030593,0.732620320855615,0.7527472527472527,0.7,0.7425474254742548,0.7263736263736263,0.7778168498168497,0.7672100811975844,270.0,300.0,1650.0,FICO HELOC Full,Feature-specific,,,,0.0,,,0.7277840269966255,0.7425474254742548,0.732620320855615,0.7527472527472527,0.7,0.7263736263736263,0.7778168498168497,0.7672100811975844,1650.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,105.988,700.0,822.0,,
fico_heloc,fico_heloc,baseline,full,30,0.0,0.7179732313575525,0.7175043327556326,0.7582417582417582,0.674,0.7373107747105966,0.7161208791208791,0.7774826007326008,0.7700352702937174,264.0,326.0,1646.0,FICO HELOC Full,Baseline QSVC,,,,0.0,,,,0.7373107747105966,0.7175043327556326,0.7582417582417582,0.674,0.7161208791208791,0.7774826007326008,0.7700352702937174,1646.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,6.292,674.0,828.0,,
fico_heloc,fico_heloc,convex,full,30,0.5,0.7179732313575525,0.7201754385964912,0.7518315018315018,0.681,0.735663082437276,0.7164157509157509,0.7789761904761905,0.7680023534904213,271.0,319.0,1674.0,FICO HELOC Full,Convex,,,,0.5,,,0.7204058624577226,0.735663082437276,0.7201754385964912,0.7518315018315018,0.681,0.7164157509157509,0.7789761904761905,0.7680023534904213,1674.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,107.397,681.0,821.0,,
fico_heloc,fico_heloc,feature_specific,full,30,0.85,0.7184512428298279,0.7208077260755048,0.7518315018315018,0.682,0.735992828328104,0.7169157509157509,0.7791025641025641,0.7703289963532665,271.0,318.0,1673.0,FICO HELOC Full,Feature-specific,,,,0.85,,,0.7163000564015792,0.735992828328104,0.7208077260755048,0.7518315018315018,0.682,0.7169157509157509,0.7791025641025641,0.7703289963532665,1673.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,105.709,682.0,821.0,,
fico_heloc,fico_heloc,baseline,full,40,0.0,0.7323135755258127,0.7321116928446771,0.7683150183150184,0.693,0.7497765862377123,0.7306575091575092,0.7816204212454212,0.7720886883545275,253.0,307.0,1572.0,FICO HELOC Full,Baseline QSVC,,,,0.0,,,,0.7497765862377123,0.7321116928446771,0.7683150183150184,0.693,0.7306575091575092,0.7816204212454212,0.7720886883545275,1572.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,6.23,693.0,839.0,,
fico_heloc,fico_heloc,convex,full,40,0.5,0.7179732313575525,0.7436893203883496,0.7014652014652014,0.736,0.7219604147031102,0.7187326007326007,0.7805947802197801,0.7659591028105885,326.0,264.0,1894.0,FICO HELOC Full,Convex,,,,0.5,,,0.7356705620478575,0.7219604147031102,0.7436893203883496,0.7014652014652014,0.736,0.7187326007326007,0.7805947802197801,0.7659591028105885,1894.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,105.876,736.0,766.0,,
fico_heloc,fico_heloc,feature_specific,full,40,0.35,0.7308795411089866,0.7322212467076383,0.7637362637362637,0.695,0.7476467951591215,0.7293681318681318,0.7817806776556776,0.771015715326594,258.0,305.0,1595.0,FICO HELOC Full,Feature-specific,,,,0.35,,,0.7321921590281613,0.7476467951591215,0.7322212467076383,0.7637362637362637,0.695,0.7293681318681318,0.7817806776556776,0.771015715326594,1595.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,105.661,695.0,834.0,,
fico_heloc,fico_heloc,baseline,full,50,0.0,0.7127151051625239,0.7178349600709849,0.7408424908424909,0.682,0.7291572780531771,0.7114212454212454,0.7786327838827839,0.7800142001845876,283.0,318.0,1733.0,FICO HELOC Full,Baseline QSVC,,,,0.0,,,,0.7291572780531771,0.7178349600709849,0.7408424908424909,0.682,0.7114212454212454,0.7786327838827839,0.7800142001845876,1733.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,6.188,682.0,809.0,,
fico_heloc,fico_heloc,convex,full,50,0.0,0.7127151051625239,0.7178349600709849,0.7408424908424909,0.682,0.7291572780531771,0.7114212454212454,0.7786327838827839,0.7800142001845876,283.0,318.0,1733.0,FICO HELOC Full,Convex,,,,0.0,,,0.7411961989938514,0.7291572780531771,0.7178349600709849,0.7408424908424909,0.682,0.7114212454212454,0.7786327838827839,0.7800142001845876,1733.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,105.379,682.0,809.0,,
fico_heloc,fico_heloc,feature_specific,full,50,0.2,0.7122370936902486,0.7171985815602837,0.7408424908424909,0.681,0.7288288288288288,0.7109212454212455,0.7788159340659341,0.7802103546807869,283.0,319.0,1734.0,FICO HELOC Full,Feature-specific,,,,0.2,,,0.7441340782122905,0.7288288288288288,0.7171985815602837,0.7408424908424909,0.681,0.7109212454212455,0.7788159340659341,0.7802103546807869,1734.0,Lambda was selected using inner validation within the training set. The held-out test set was used only once for final evaluation and was not involved in lambda selection.,,random,,,,104.629,681.0,809.0,,
