dataset,dataset_label,seed,experiment,model,candidate_set,selection_criterion,selected_lambda,selected_C,feature_map,reps,entanglement,validation_F1,validation_Balanced Accuracy,validation_Business Cost,validation_FN,validation_FP,runtime_seconds,validation_source_path,Accuracy,Precision,Recall,Specificity,F1,Balanced Accuracy,ROC-AUC,PR-AUC,TN,FP,FN,TP,Business Cost
give_me_some_credit,Give Me Some Credit Informative 10000,30,feature_specific,Feature-specific,nonzero,validation_f1,0.1,1.0,zz,1,linear,0.3123644251626898,0.7420078747550876,457.0,35.0,282.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed30.csv,0.789,0.19491525423728814,0.6865671641791045,0.7963558413719185,0.30363036303630364,0.7414615027755115,0.7976456143718706,0.2469377102083948,1486,380,42,92,590.0
give_me_some_credit,Give Me Some Credit Informative 10000,30,feature_specific,Feature-specific,nonzero,validation_business_cost,0.1,1.0,zz,1,linear,0.3123644251626898,0.7420078747550876,457.0,35.0,282.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed30.csv,0.789,0.19491525423728814,0.6865671641791045,0.7963558413719185,0.30363036303630364,0.7414615027755115,0.7976456143718706,0.2469377102083948,1486,380,42,92,590.0
give_me_some_credit,Give Me Some Credit Informative 10000,30,feature_specific,Feature-specific,nonzero,validation_balanced_accuracy,0.1,1.0,zz,1,linear,0.3123644251626898,0.7420078747550876,457.0,35.0,282.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed30.csv,0.789,0.19491525423728814,0.6865671641791045,0.7963558413719185,0.30363036303630364,0.7414615027755115,0.7976456143718706,0.2469377102083948,1486,380,42,92,590.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,convex,Convex,all,validation_f1,0.7,1.0,zz,1,linear,0.3244444444444444,0.7506995261375515,440.0,34.0,270.0,5.714,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8235,0.21705426356589147,0.6268656716417911,0.837620578778135,0.32245681381957775,0.732243125209963,0.8077298395482395,0.23229789661377595,1563,303,50,84,553.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,convex,Convex,all,validation_business_cost,0.7,1.0,zz,1,linear,0.3244444444444444,0.7506995261375515,440.0,34.0,270.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8235,0.21705426356589147,0.6268656716417911,0.837620578778135,0.32245681381957775,0.732243125209963,0.8077298395482395,0.23229789661377595,1563,303,50,84,553.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,convex,Convex,all,validation_balanced_accuracy,0.3,1.0,zz,1,linear,0.3239740820734341,0.7563614625260562,441.0,32.0,281.0,5.671,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8215,0.21483375959079284,0.6268656716417911,0.8354769560557342,0.32,0.7311713138487627,0.8125769864503848,0.23446552612081506,1559,307,50,84,557.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,convex,Convex,nonzero,validation_f1,0.7,1.0,zz,1,linear,0.3244444444444444,0.7506995261375515,440.0,34.0,270.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8235,0.21705426356589147,0.6268656716417911,0.837620578778135,0.32245681381957775,0.732243125209963,0.8077298395482395,0.23229789661377595,1563,303,50,84,553.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,convex,Convex,nonzero,validation_business_cost,0.7,1.0,zz,1,linear,0.3244444444444444,0.7506995261375515,440.0,34.0,270.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8235,0.21705426356589147,0.6268656716417911,0.837620578778135,0.32245681381957775,0.732243125209963,0.8077298395482395,0.23229789661377595,1563,303,50,84,553.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,convex,Convex,nonzero,validation_balanced_accuracy,0.3,1.0,zz,1,linear,0.3239740820734341,0.7563614625260562,441.0,32.0,281.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8215,0.21483375959079284,0.6268656716417911,0.8354769560557342,0.32,0.7311713138487627,0.8125769864503848,0.23446552612081506,1559,307,50,84,557.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,feature_specific,Feature-specific,all,validation_f1,1.0,1.0,zz,1,linear,0.3175965665236051,0.7503489806010604,450.0,33.0,285.0,5.696,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8195,0.21119592875318066,0.6194029850746269,0.8338692390139335,0.31499051233396586,0.7266361120442801,0.8123050343139608,0.23331822472511776,1556,310,51,83,565.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,feature_specific,Feature-specific,all,validation_business_cost,1.0,1.0,zz,1,linear,0.3175965665236051,0.7503489806010604,450.0,33.0,285.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8195,0.21119592875318066,0.6194029850746269,0.8338692390139335,0.31499051233396586,0.7266361120442801,0.8123050343139608,0.23331822472511776,1556,310,51,83,565.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,feature_specific,Feature-specific,all,validation_balanced_accuracy,0.0,1.0,zz,1,linear,0.3140495867768595,0.7543364360786473,456.0,31.0,301.0,5.683,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8195,0.21553884711779447,0.6417910447761194,0.8322615219721329,0.3227016885553471,0.7370262833741261,0.8125369934891459,0.23596809468848065,1553,313,48,86,553.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,feature_specific,Feature-specific,nonzero,validation_f1,1.0,1.0,zz,1,linear,0.3175965665236051,0.7503489806010604,450.0,33.0,285.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8195,0.21119592875318066,0.6194029850746269,0.8338692390139335,0.31499051233396586,0.7266361120442801,0.8123050343139608,0.23331822472511776,1556,310,51,83,565.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,feature_specific,Feature-specific,nonzero,validation_business_cost,1.0,1.0,zz,1,linear,0.3175965665236051,0.7503489806010604,450.0,33.0,285.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.8195,0.21119592875318066,0.6194029850746269,0.8338692390139335,0.31499051233396586,0.7266361120442801,0.8123050343139608,0.23331822472511776,1556,310,51,83,565.0
give_me_some_credit,Give Me Some Credit Informative 10000,40,feature_specific,Feature-specific,nonzero,validation_balanced_accuracy,0.35,1.0,zz,1,linear,0.3171247357293869,0.753012500704221,451.0,32.0,291.0,5.646,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed40.csv,0.82,0.21464646464646464,0.6343283582089553,0.8333333333333334,0.32075471698113206,0.7338308457711443,0.8126009822271282,0.2374090124213649,1555,311,49,85,556.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,convex,Convex,all,validation_f1,0.4,1.0,zz,1,linear,0.3243243243243243,0.7653567113820884,441.0,29.0,296.0,5.603,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.791,0.19264069264069264,0.664179104477612,0.80010718113612,0.2986577181208054,0.732143142806866,0.8035965670042072,0.23438481790002405,1493,373,45,89,598.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,convex,Convex,all,validation_business_cost,0.4,1.0,zz,1,linear,0.3243243243243243,0.7653567113820884,441.0,29.0,296.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.791,0.19264069264069264,0.664179104477612,0.80010718113612,0.2986577181208054,0.732143142806866,0.8035965670042072,0.23438481790002405,1493,373,45,89,598.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,convex,Convex,all,validation_balanced_accuracy,0.4,1.0,zz,1,linear,0.3243243243243243,0.7653567113820884,441.0,29.0,296.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.791,0.19264069264069264,0.664179104477612,0.80010718113612,0.2986577181208054,0.732143142806866,0.8035965670042072,0.23438481790002405,1493,373,45,89,598.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,convex,Convex,nonzero,validation_f1,0.4,1.0,zz,1,linear,0.3243243243243243,0.7653567113820884,441.0,29.0,296.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.791,0.19264069264069264,0.664179104477612,0.80010718113612,0.2986577181208054,0.732143142806866,0.8035965670042072,0.23438481790002405,1493,373,45,89,598.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,convex,Convex,nonzero,validation_business_cost,0.4,1.0,zz,1,linear,0.3243243243243243,0.7653567113820884,441.0,29.0,296.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.791,0.19264069264069264,0.664179104477612,0.80010718113612,0.2986577181208054,0.732143142806866,0.8035965670042072,0.23438481790002405,1493,373,45,89,598.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,convex,Convex,nonzero,validation_balanced_accuracy,0.4,1.0,zz,1,linear,0.3243243243243243,0.7653567113820884,441.0,29.0,296.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.791,0.19264069264069264,0.664179104477612,0.80010718113612,0.2986577181208054,0.732143142806866,0.8035965670042072,0.23438481790002405,1493,373,45,89,598.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,feature_specific,Feature-specific,all,validation_f1,0.45,1.0,zz,1,linear,0.3128712871287128,0.762326996388129,459.0,28.0,319.0,5.753,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.7815,0.188911704312115,0.6865671641791045,0.7883172561629154,0.2962962962962963,0.7374422101710099,0.801296971732975,0.22987631551752694,1471,395,42,92,605.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,feature_specific,Feature-specific,all,validation_business_cost,0.45,1.0,zz,1,linear,0.3128712871287128,0.762326996388129,459.0,28.0,319.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.7815,0.188911704312115,0.6865671641791045,0.7883172561629154,0.2962962962962963,0.7374422101710099,0.801296971732975,0.22987631551752694,1471,395,42,92,605.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,feature_specific,Feature-specific,all,validation_balanced_accuracy,0.45,1.0,zz,1,linear,0.3128712871287128,0.762326996388129,459.0,28.0,319.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.7815,0.188911704312115,0.6865671641791045,0.7883172561629154,0.2962962962962963,0.7374422101710099,0.801296971732975,0.22987631551752694,1471,395,42,92,605.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,feature_specific,Feature-specific,nonzero,validation_f1,0.45,1.0,zz,1,linear,0.3128712871287128,0.762326996388129,459.0,28.0,319.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.7815,0.188911704312115,0.6865671641791045,0.7883172561629154,0.2962962962962963,0.7374422101710099,0.801296971732975,0.22987631551752694,1471,395,42,92,605.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,feature_specific,Feature-specific,nonzero,validation_business_cost,0.45,1.0,zz,1,linear,0.3128712871287128,0.762326996388129,459.0,28.0,319.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.7815,0.188911704312115,0.6865671641791045,0.7883172561629154,0.2962962962962963,0.7374422101710099,0.801296971732975,0.22987631551752694,1471,395,42,92,605.0
give_me_some_credit,Give Me Some Credit Informative 10000,50,feature_specific,Feature-specific,nonzero,validation_balanced_accuracy,0.45,1.0,zz,1,linear,0.3128712871287128,0.762326996388129,459.0,28.0,319.0,0.0,supplementary_source/credit_benchmark_experiments/give_me_some_credit/selected_sample10000_informative_qsvc/lambda_validation_seed50.csv,0.7815,0.188911704312115,0.6865671641791045,0.7883172561629154,0.2962962962962963,0.7374422101710099,0.801296971732975,0.22987631551752694,1471,395,42,92,605.0
